28/09/2025	دولار أمريكى	48.0846	48.2220
25/09/2025	دولار أمريكى	48.0543	48.1915
24/09/2025	دولار أمريكى	48.0963	48.2294
23/09/2025	دولار أمريكى	48.1364	48.2754
22/09/2025	دولار أمريكى	48.1439	48.2800
21/09/2025	دولار أمريكى	48.1611	48.2967
18/09/2025	دولار أمريكى	48.1301	48.2666
17/09/2025	دولار أمريكى	48.0899	48.2254
16/09/2025	دولار أمريكى	48.0440	48.1785
15/09/2025	دولار أمريكى	48.1120	48.2469
14/09/2025	دولار أمريكى	48.1426	48.2803
11/09/2025	دولار أمريكى	48.1320	48.2706
10/09/2025	دولار أمريكى	48.0730	48.2080
09/09/2025	دولار أمريكى	47.9337	48.0662
08/09/2025	دولار أمريكى	48.1543	48.2937
07/09/2025	دولار أمريكى	48.4261	48.5594
03/09/2025	دولار أمريكى	48.5195	48.6537
02/09/2025	دولار أمريكى	48.4577	48.5951
01/09/2025	دولار أمريكى	48.4895	48.6279
31/08/2025	دولار أمريكى	48.5201	48.6539
28/08/2025	دولار أمريكى	48.5283	48.6643
27/08/2025	دولار أمريكى	48.5775	48.7143
26/08/2025	دولار أمريكى	48.5267	48.6633
25/08/2025	دولار أمريكى	48.4442	48.5742
24/08/2025	دولار أمريكى	48.3384	48.4737
21/08/2025	دولار أمريكى	48.4383	48.5726
20/08/2025	دولار أمريكى	48.5432	48.6770
19/08/2025	دولار أمريكى	48.3879	48.5251
18/08/2025	دولار أمريكى	48.2976	48.4329
17/08/2025	دولار أمريكى	48.2436	48.3831
14/08/2025	دولار أمريكى	48.2377	48.3624
13/08/2025	دولار أمريكى	48.2496	48.3851
12/08/2025	دولار أمريكى	48.3665	48.5041
11/08/2025	دولار أمريكى	48.4272	48.5634
10/08/2025	دولار أمريكى	48.4320	48.5616
07/08/2025	دولار أمريكى	48.4886	48.6266
06/08/2025	دولار أمريكى	48.3907	48.5241
05/08/2025	دولار أمريكى	48.3554	48.4923
04/08/2025	دولار أمريكى	48.3789	48.5131
03/08/2025	دولار أمريكى	48.5757	48.7067
31/07/2025	دولار أمريكى	48.6117	48.7414
30/07/2025	دولار أمريكى	48.6421	48.7803
29/07/2025	دولار أمريكى	48.5937	48.7259
28/07/2025	دولار أمريكى	48.7069	48.8397
27/07/2025	دولار أمريكى	48.8089	48.9406
23/07/2025	دولار أمريكى	49.0165	49.1545
22/07/2025	دولار أمريكى	49.0058	49.1451
21/07/2025	دولار أمريكى	49.1771	49.3085
20/07/2025	دولار أمريكى	49.2889	49.4223
17/07/2025	دولار أمريكى	49.3615	49.4941
16/07/2025	دولار أمريكى	49.3597	49.4954
15/07/2025	دولار أمريكى	49.3436	49.4755
14/07/2025	دولار أمريكى	49.3966	49.5331
13/07/2025	دولار أمريكى	49.4234	49.5628
10/07/2025	دولار أمريكى	49.4464	49.5846
09/07/2025	دولار أمريكى	49.5449	49.6704
08/07/2025	دولار أمريكى	49.6191	49.7566
07/07/2025	دولار أمريكى	49.6032	49.7426
06/07/2025	دولار أمريكى	49.2700	49.4073
02/07/2025	دولار أمريكى	49.2757	49.4093
01/07/2025	دولار أمريكى	49.3815	49.5177
30/06/2025	دولار أمريكى	49.5301	49.6642
29/06/2025	دولار أمريكى	49.6249	49.7603
25/06/2025	دولار أمريكى	49.8363	49.9763
24/06/2025	دولار أمريكى	49.9780	50.1167
23/06/2025	دولار أمريكى	50.6196	50.7588
22/06/2025	دولار أمريكى	50.7349	50.8726
19/06/2025	دولار أمريكى	50.5956	50.7346
18/06/2025	دولار أمريكى	50.4754	50.6146
17/06/2025	دولار أمريكى	50.0798	50.2121
16/06/2025	دولار أمريكى	50.2032	50.3429
15/06/2025	دولار أمريكى	50.5519	50.6900
12/06/2025	دولار أمريكى	49.7124	49.8520
11/06/2025	دولار أمريكى	49.4246	49.5620
10/06/2025	دولار أمريكى	49.4541	49.5795
04/06/2025	دولار أمريكى	49.5738	49.7096
03/06/2025	دولار أمريكى	49.6167	49.7526
02/06/2025	دولار أمريكى	49.6203	49.7548
01/06/2025	دولار أمريكى	49.6336	49.7665
29/05/2025	دولار أمريكى	49.6789	49.8108
28/05/2025	دولار أمريكى	49.7372	49.8681
27/05/2025	دولار أمريكى	49.7307	49.8589
26/05/2025	دولار أمريكى	49.7643	49.8947
25/05/2025	دولار أمريكى	49.8320	49.9664
22/05/2025	دولار أمريكى	49.8335	49.9700
21/05/2025	دولار أمريكى	49.7952	49.9267
20/05/2025	دولار أمريكى	49.8283	49.9585
19/05/2025	دولار أمريكى	49.9852	50.1205
18/05/2025	دولار أمريكى	50.0421	50.1746
15/05/2025	دولار أمريكى	50.0813	50.2152
14/05/2025	دولار أمريكى	50.3244	50.4552
13/05/2025	دولار أمريكى	50.3750	50.5068
12/05/2025	دولار أمريكى	50.4382	50.5711
11/05/2025	دولار أمريكى	50.5372	50.6742
08/05/2025	دولار أمريكى	50.5572	50.6898
07/05/2025	دولار أمريكى	50.5729	50.7109
06/05/2025	دولار أمريكى	50.5986	50.7343
05/05/2025	دولار أمريكى	50.6130	50.7474
04/05/2025	دولار أمريكى	50.6478	50.7833
30/04/2025	دولار أمريكى	50.7434	50.8774
29/04/2025	دولار أمريكى	50.7392	50.8761
28/04/2025	دولار أمريكى	50.7483	50.8767
27/04/2025	دولار أمريكى	50.8681	50.9998
23/04/2025	دولار أمريكى	50.8781	51.0169
22/04/2025	دولار أمريكى	50.9678	51.1001
17/04/2025	دولار أمريكى	51.0534	51.1917
16/04/2025	دولار أمريكى	51.0357	51.1742
15/04/2025	دولار أمريكى	50.9249	51.0622
14/04/2025	دولار أمريكى	50.9303	51.0681
13/04/2025	دولار أمريكى	51.1697	51.3028
10/04/2025	دولار أمريكى	51.2735	51.4113
09/04/2025	دولار أمريكى	51.6134	51.7517
08/04/2025	دولار أمريكى	51.1953	51.3308
07/04/2025	دولار أمريكى	51.3324	51.4686
06/04/2025	دولار أمريكى	51.0564	51.1944
03/04/2025	دولار أمريكى	50.5296	50.6669
