22/04/2026	دولار أمريكى	51.9443	52.0814
21/04/2026	دولار أمريكى	51.7137	51.8508
20/04/2026	دولار أمريكى	51.9214	52.0614
19/04/2026	دولار أمريكى	51.6747	51.8146
16/04/2026	دولار أمريكى	51.7511	51.8886
15/04/2026	دولار أمريكى	51.9380	52.0736
14/04/2026	دولار أمريكى	52.4418	52.5749
09/04/2026	دولار أمريكى	53.0734	53.2067
08/04/2026	دولار أمريكى	53.2558	53.3960
07/04/2026	دولار أمريكى	54.6480	54.7880
06/04/2026	دولار أمريكى	54.3735	54.5113
05/04/2026	دولار أمريكى	54.4269	54.5660
02/04/2026	دولار أمريكى	54.2989	54.4343
01/04/2026	دولار أمريكى	53.5566	53.6957
31/03/2026	دولار أمريكى	54.5257	54.6634
30/03/2026	دولار أمريكى	54.5103	54.6503
29/03/2026	دولار أمريكى	53.5246	53.6646
26/03/2026	دولار أمريكى	52.7503	52.8886
25/03/2026	دولار أمريكى	52.5201	52.6557
24/03/2026	دولار أمريكى	52.6260	52.7654
18/03/2026	دولار أمريكى	52.2904	52.4283
17/03/2026	دولار أمريكى	52.2923	52.4303
16/03/2026	دولار أمريكى	52.3104	52.4499
15/03/2026	دولار أمريكى	52.4874	52.6274
12/03/2026	دولار أمريكى	52.3831	52.5214
11/03/2026	دولار أمريكى	51.9220	52.0620
10/03/2026	دولار أمريكى	51.9231	52.0628
09/03/2026	دولار أمريكى	52.7280	52.8635
08/03/2026	دولار أمريكى	52.0986	52.2380
05/03/2026	دولار أمريكى	50.0887	50.2271
04/03/2026	دولار أمريكى	50.1177	50.2580
03/03/2026	دولار أمريكى	49.8194	49.9586
02/03/2026	دولار أمريكى	49.1623	49.3020
01/03/2026	دولار أمريكى	48.6850	48.8238
26/02/2026	دولار أمريكى	47.8562	47.9955
25/02/2026	دولار أمريكى	47.8859	48.0215
24/02/2026	دولار أمريكى	47.8306	47.9706
23/02/2026	دولار أمريكى	47.6717	47.8040
22/02/2026	دولار أمريكى	47.7400	47.8800
19/02/2026	دولار أمريكى	47.5177	47.6566
18/02/2026	دولار أمريكى	46.9426	47.0814
17/02/2026	دولار أمريكى	46.9563	47.0962
16/02/2026	دولار أمريكى	46.7100	46.8500
15/02/2026	دولار أمريكى	46.7106	46.8467
12/02/2026	دولار أمريكى	46.7569	46.8911
11/02/2026	دولار أمريكى	46.7848	46.9183
10/02/2026	دولار أمريكى	46.7975	46.9291
09/02/2026	دولار أمريكى	46.8219	46.9550
08/02/2026	دولار أمريكى	46.8875	47.0206
05/02/2026	دولار أمريكى	46.8914	47.0289
04/02/2026	دولار أمريكى	46.8616	46.9943
03/02/2026	دولار أمريكى	46.9279	47.0568
02/02/2026	دولار أمريكى	47.0117	47.1503
01/02/2026	دولار أمريكى	47.0637	47.1974
28/01/2026	دولار أمريكى	46.8466	46.9839
27/01/2026	دولار أمريكى	46.9740	47.1083
26/01/2026	دولار أمريكى	47.0056	47.1409
25/01/2026	دولار أمريكى	47.0002	47.1366
22/01/2026	دولار أمريكى	47.0810	47.2200
21/01/2026	دولار أمريكى	47.3216	47.4600
20/01/2026	دولار أمريكى	47.4295	47.5646
19/01/2026	دولار أمريكى	47.3522	47.4901
18/01/2026	دولار أمريكى	47.3185	47.4517
15/01/2026	دولار أمريكى	47.2211	47.3577
14/01/2026	دولار أمريكى	47.2709	47.4094
13/01/2026	دولار أمريكى	47.0568	47.1934
12/01/2026	دولار أمريكى	47.0912	47.2271
11/01/2026	دولار أمريكى	47.1321	47.2691
08/01/2026	دولار أمريكى	47.1992	47.3359
06/01/2026	دولار أمريكى	47.1996	47.3349
05/01/2026	دولار أمريكى	47.2581	47.3939
04/01/2026	دولار أمريكى	47.5337	47.6634
31/12/2025	دولار أمريكى	47.6043	47.7381
30/12/2025	دولار أمريكى	47.6155	47.7431
29/12/2025	دولار أمريكى	47.6472	47.7799
28/12/2025	دولار أمريكى	47.5889	47.7264
25/12/2025	دولار أمريكى	47.5315	47.6681
24/12/2025	دولار أمريكى	47.5218	47.6578
23/12/2025	دولار أمريكى	47.4660	47.6026
22/12/2025	دولار أمريكى	47.4061	47.5399
21/12/2025	دولار أمريكى	47.4751	47.6134
18/12/2025	دولار أمريكى	47.5187	47.6525
17/12/2025	دولار أمريكى	47.5265	47.6602
16/12/2025	دولار أمريكى	47.3507	47.4861
15/12/2025	دولار أمريكى	47.3986	47.5316
14/12/2025	دولار أمريكى	47.4168	47.5526
11/12/2025	دولار أمريكى	47.4654	47.6023
10/12/2025	دولار أمريكى	47.5597	47.6994
09/12/2025	دولار أمريكى	47.5400	47.6753
08/12/2025	دولار أمريكى	47.4690	47.6065
07/12/2025	دولار أمريكى	47.4284	47.5641
04/12/2025	دولار أمريكى	47.5019	47.6296
03/12/2025	دولار أمريكى	47.5252	47.6614
02/12/2025	دولار أمريكى	47.4470	47.5817
01/12/2025	دولار أمريكى	47.4631	47.6006
30/11/2025	دولار أمريكى	47.5139	47.6440
27/11/2025	دولار أمريكى	47.5806	47.7170
26/11/2025	دولار أمريكى	47.6430	47.7786
25/11/2025	دولار أمريكى	47.7554	47.8951
24/11/2025	دولار أمريكى	47.6940	47.8334
23/11/2025	دولار أمريكى	47.5594	47.6973
20/11/2025	دولار أمريكى	47.3849	47.5237
19/11/2025	دولار أمريكى	47.3286	47.4663
18/11/2025	دولار أمريكى	47.1092	47.2432
17/11/2025	دولار أمريكى	46.9903	47.1254
16/11/2025	دولار أمريكى	47.0737	47.2099
13/11/2025	دولار أمريكى	47.1165	47.2460
12/11/2025	دولار أمريكى	47.1606	47.2928
11/11/2025	دولار أمريكى	47.1515	47.2835
10/11/2025	دولار أمريكى	47.1964	47.3318
09/11/2025	دولار أمريكى	47.2723	47.4065
06/11/2025	دولار أمريكى	47.2826	47.4190
05/11/2025	دولار أمريكى	47.3429	47.4810
04/11/2025	دولار أمريكى	47.3046	47.4443
03/11/2025	دولار أمريكى	47.1827	47.3177
02/11/2025	دولار أمريكى	47.1658	47.3003
30/10/2025	دولار أمريكى	47.1556	47.2825
29/10/2025	دولار أمريكى	47.2345	47.3674
28/10/2025	دولار أمريكى	47.2912	47.4288
27/10/2025	دولار أمريكى	47.3681	47.5019
26/10/2025	دولار أمريكى	47.4517	47.5884
23/10/2025	دولار أمريكى	47.5239	47.6584
22/10/2025	دولار أمريكى	47.4898	47.6239
21/10/2025	دولار أمريكى	47.4905	47.6262
20/10/2025	دولار أمريكى	47.4297	47.5606
19/10/2025	دولار أمريكى	47.4920	47.6314
16/10/2025	دولار أمريكى	47.5127	47.6502
15/10/2025	دولار أمريكى	47.5759	47.7109
14/10/2025	دولار أمريكى	47.6469	47.7814
13/10/2025	دولار أمريكى	47.6358	47.7725
12/10/2025	دولار أمريكى	47.8157	47.9541
08/10/2025	دولار أمريكى	47.4869	47.6215
07/10/2025	دولار أمريكى	47.4903	47.6238
06/10/2025	دولار أمريكى	47.5466	47.6822
05/10/2025	دولار أمريكى	47.5643	47.7000
02/10/2025	دولار أمريكى	47.6939	47.8303
01/10/2025	دولار أمريكى	47.7914	47.9276
30/09/2025	دولار أمريكى	47.8077	47.9411
29/09/2025	دولار أمريكى	47.9790	48.1157
